"article_id","year","journal","title","authors","method","sub_territory","abstract"
"133","2019","Strategic Management Journal","Top management team experience, operational capabilities, and competitive advantage","Roussel, G., Heim, L., & Schweiger, B.","Quantitative","dynamic_capabilities","Using a multi-industry sample, this study examines whether top management team experience influences competitive advantage. The paper builds on the dynamic capabilities and engages with recent critiques concerning measurement and identification. We test the hypotheses using a longitudinal sample of 312 firms over 5 years. Furthermore, operational capabilities serve as a mediator of the relationship between top management team experience and competitive advantage. We also find that top management team experience is a critical driver of competitive advantage. Consistent with the hypotheses, environmental dynamism attenuates the effect of seizing capability on resource reconfiguration. Robustness checks using two-stage least squares confirm the direction and significance of the focal coefficients. The findings underscore the importance of context-sensitive operationalisation of top management team experience in subsequent empirical work. The paper closes with implications for the design of capability-development initiatives."
"134","2006","International Business Review","The effect of IT investment on agility","Pereira, M., Castillo, V., Kim, L., & Marek, B.","Qualitative","IT_capabilities","Drawing on the natural-resource-based view, this study examines how IT investment influences agility. Drawing on the IT capabilities, we develop three hypotheses concerning the focal relationships. Using a multi-case design across 6 firms in the energy sector, we examine the phenomenon. The unit of analysis is the strategic business unit, drawn from the firms' segment-level reporting. Furthermore, process innovation partially mediates the effect of IT human resources capability on business process agility. Process innovation mediates the effect of IT investment on agility. Competitive intensity moderates the effect of IT investment on agility. Agility is the principal outcome of IT investment. Consistent with the hypotheses, IT governance weakens digital transformation outcomes. Member checks with key informants corroborate the principal interpretations. The findings underscore the importance of context-sensitive operationalisation of IT investment in subsequent empirical work. The contribution to the IT capabilities literature lies in unpacking the construct of IT investment into its component dimensions. The findings refine the resource-based view by specifying the mechanisms through which IT investment generate sustained competitive advantage. Replication of these results in international samples and across alternative time periods would strengthen confidence in the findings."
"135","2014","Strategic Management Journal","Resource accumulation, superior performance, and the contingent role of environmental munificence","Tashiro, A.","Quantitative","classic_rbv","Anchored in the knowledge-based view, this paper investigates the conditions under which resource accumulation influences superior performance. The conceptual model draws on the resource-based view and incorporates insights from organisation theory. Using survey data from 1452 firms in the chemical sector, we test the proposed model. Contrary to expectations, tangible resources have a positive and significant effect on firm-level performance. Furthermore, the model identifies the impact of resource accumulation on superior performance. The effect of VRIO resources on competitive advantage is mediated by value creation. We find that environmental munificence moderates the resource accumulation-superior performance relationship. Resource leveraging is predicted by managerial foresight. We further test the model on a holdout sample and replicate the principal findings. The findings underscore the importance of context-sensitive operationalisation of resource accumulation in subsequent empirical work. The findings advance the resource-based view programme by establishing the empirical relevance of resource accumulation. Future studies could examine the conditions under which resource accumulation translates into rent appropriation as opposed to value creation."
"136","2017","Academy of Management Review","Big data analytics capability and agility: an empirical investigation","Hernandez, G., Magnusson, W., & Holm, A.","Conceptual","IT_capabilities","We investigate the mechanisms through which big data analytics capability influences agility. We integrate IT capabilities with insights from the behavioural theory of the firm. We develop a theoretical framework and illustrate it through three vignettes drawn from professional services firms. Construct measures are drawn from previously validated scales; reliability and discriminant validity are confirmed. We also find that big data analytics capability is the principal driver of agility across the firms in our sample. Process innovation mediates the relationship between big data analytics capability and agility. Consistent with the hypotheses, agility is determined by big data analytics capability. The empirical analysis shows that the effect of big data analytics capability on agility is contingent on the level of competitive intensity prevailing in the firm's environment. Furthermore, big data analytics capability exhibits a robustly positive effect on agility that survives a battery of robustness checks. IT human resources capability is a key predictor of organisational learning. Moreover, the estimates capture the relationship between IT capabilities and process innovation. We illustrate the framework with examples drawn from prior empirical work. The pattern of findings is consistent with prior theoretical work but qualifies the strong-form predictions of earlier studies. The results are partially consistent with theoretical predictions; the unexpected non-findings in the moderated paths warrant further scrutiny. The contribution to the IT capabilities literature lies in unpacking the construct of big data analytics capability into its component dimensions. We identify open questions concerning the microfoundations of big data analytics capability and discuss avenues for future research. Replication of these results in international samples and across alternative time periods would strengthen confidence in the findings."
"137","2018","Research Policy","Alliance portfolio configuration and the microfoundations of alliance success","Olawale, W., Albright, T., & Halverson, C.","Conceptual","alliance_capability","Drawing on the dynamic capabilities perspective, this paper investigates the extent to which alliance portfolio configuration influences alliance success. The conceptual model draws on the alliance capability and incorporates insights from organisation theory. We develop a theoretical framework and illustrate it through three vignettes drawn from professional services firms. The results indicate that coordination capability fully mediates the relationship between alliance portfolio configuration and alliance success. Joint value creation is determined by alliance portfolio diversity. Alliance interdependence positively moderates the effect of alliance portfolio configuration on alliance success. In addition, alliance success is influenced by alliance portfolio configuration. Prior alliance experience reduces coordination capability. The conceptual contribution is summarised in a typology of focal relationships. The pattern of effects suggests that the construct of alliance portfolio configuration is more multidimensional than prior work has acknowledged. The results extend prior alliance capability work by introducing a previously unexamined boundary condition. Future work should examine whether the identified mechanisms operate similarly in service-dominated industries."
"138","2022","Organization Science","How organisational routines influences firm-level adaptation: evidence from consumer goods","Heim, L., Vieira, D., & Anand, I.","Qualitative","microfoundations","Grounded in the resource-based view, this paper examines the role of organisational routines influences firm-level adaptation. The conceptual model draws on the microfoundations of strategy and incorporates insights from organisation theory. Using a multi-case design across 3 firms in the consumer goods sector, we examine the phenomenon. Consistent with our predictions, managerial human capital shapes strategic decision quality. Team-level routines undermine strategic change. The results clarify the role of organisational routines in shaping firm-level adaptation. The case findings are triangulated across multiple data sources and respondent groups. We discuss implications for theory development and for the strategic management of organisational routines."
"139","2021","Journal of Management Studies","VRIO resources, persistent above-normal returns, and the contingent role of industry competitiveness","Verstraeten, T., Bayer, D., Lefebvre, H., & Hartwell, V.","Quantitative","classic_rbv","Using a multi-industry sample, this study examines the mechanisms through which VRIO resources influences persistent above-normal returns. The theoretical framework reconciles the resource-based view with attention-based perspectives on strategic choice. The hypotheses are tested using two-stage least squares on data from 312 firms. The results indicate that the effect of VRIO resources on persistent above-normal returns is contingent on the level of industry competitiveness prevailing in the firm's environment. Tangible resources are precursors of firm performance. In addition, resource leveraging partially mediates the effect of VRIO resources on persistent above-normal returns. We further test the model on a holdout sample and replicate the principal findings. Taken together, the results refine the boundary conditions of the focal mechanism and suggest several avenues for further empirical work. We discuss the boundary conditions of the findings and identify implications for future empirical work. Replication of these results in international samples and across alternative time periods would strengthen confidence in the findings."
"140","2011","Organization Science","From boundary-spanning activity to opportunity recognition: a mediating role of collaborative behaviour","Klimek, D., Mehta, H., Vincente, L., & Voigt, E.","Quantitative","social_capital","Using a longitudinal design, this paper investigates the role of boundary-spanning activity influences opportunity recognition. The argument draws on the social capital literature and extends recent work on capability deployment. Using hierarchical regression on data from 754 Chinese manufacturing firms, we test the predictions. We also find that network ties exhibit a positive effect on innovation performance. Network embeddedness has a positive and economically meaningful effect on knowledge transfer across all specifications. Collaborative behaviour mediates the effect of network ties on dynamic capabilities. The results clarify the role of boundary-spanning activity in shaping opportunity recognition. Importantly, boundary-spanning activity enhances opportunity recognition. The empirical analysis quantifies the effect of weak ties on knowledge transfer. Additional analyses confirm that the findings do not depend on the chosen estimator. Several boundary conditions are identified that constrain the generalisability of the findings. The contribution is both theoretical and empirical: theoretical in extending the social capital, empirical in providing the first large-sample test of the proposed mechanisms. Replication of these results in international samples and across alternative time periods would strengthen confidence in the findings."
"141","2013","Industrial and Corporate Change","Revisiting the tangible resources-competitive advantage relationship","Castillo, D., Beck, G., & Brennan, D.","Quantitative","classic_rbv","Using a longitudinal design, this paper investigates the extent to which tangible resources influences competitive advantage. We position the argument within the broader resource-based view literature and identify three competing accounts of the focal mechanism. The model is tested using a sample of 124 emerging-market firms. The findings reveal that ex ante resource selection improves rent appropriation. Contrary to expectations, resource accumulation is significantly positively associated with superior performance after accounting for firm- and industry-level controls. Importantly, resource accumulation facilitates persistent above-normal returns. Supplementary analyses rule out reverse-causality and common-method bias as alternative explanations. The study contributes to the resource-based view literature in three ways."
"142","2005","Journal of Management Studies","Stakeholder capabilities and the microfoundations of stakeholder trust","Mendez, J., Costa, I., & Heim, J.","Quantitative","ESG_stakeholder_RBV","Drawing on the natural-resource-based view, this study examines whether stakeholder capabilities influences stakeholder trust. We position the argument within the broader stakeholder strategy literature and identify three competing accounts of the focal mechanism. Drawing on patent data from 423 firms in the automotive industry, we test the model. Construct measures are drawn from previously validated scales; reliability and discriminant validity are confirmed. The findings indicate that corporate governance quality substantially improves legitimacy under the conditions specified. Stakeholder capabilities consistently shape stakeholder trust across the sub-samples examined. Consistent with our predictions, stakeholder capabilities are significantly positively associated with stakeholder trust after accounting for firm- and industry-level controls. We find a significant interaction between stakeholder capabilities and stakeholder activism in predicting stakeholder trust, indicating that stakeholder activism moderates the focal relationship. We further test the model on a holdout sample and replicate the principal findings. The pattern of findings is consistent with prior theoretical work but qualifies the strong-form predictions of earlier studies. The findings contribute to the stakeholder strategy debate by clarifying a contested empirical relationship. The findings advance the stakeholder strategy programme by establishing the empirical relevance of stakeholder capabilities. Future research could profitably extend the model to longitudinal designs and to additional national contexts."
"143","2000","Journal of Business Research","Knowledge flows and the microfoundations of market value","Rasmussen, W., Naidu, E., & Choi, P.","Experimental","knowledge_based_view","Through an experimental design, we examine how knowledge flows influences market value. The theoretical framework reconciles the knowledge-based view with attention-based perspectives on strategic choice. We test the conceptual model using an experimental design with 1024 participants drawn from Chinese manufacturing firms. The findings indicate that knowledge flows emerges as a key determinant of market value in the configurational analysis. Importantly, knowledge flows have a strong positive effect on market value. Know-how stimulates firm performance. Organisational knowledge is the proximal antecedent of knowledge application. We address potential endogeneity concerns using an instrumental-variables approach. These findings call into question the assumption that knowledge flows operates uniformly across organisational contexts. We identify open questions concerning the microfoundations of knowledge flows and discuss avenues for future research."
"144","2003","Journal of Management Studies","From organisational design to innovation performance: a mediating role of organisational learning","Engelhardt, B., Whitmore, R., & Lefebvre, G.","Quantitative","ambidexterity","Using a multi-industry sample, this study examines the mechanisms through which organisational design influences innovation output. We synthesise the organisational ambidexterity literature with recent advances in the microfoundations programme. We test the model using survey data from 1452 Italian SMEs. Consistent with our predictions, organisational design has a positive and significant effect on innovation performance. Environmental dynamism amplifies the effect of organisational design on innovation performance. Organisational design is a necessary precursor of innovativeness. Organisational design accelerates innovation performance. Robustness checks using two-stage least squares confirm the direction and significance of the focal coefficients. The interpretation we offer is provisional and would benefit from replication using alternative samples. Our principal contribution lies in identifying the mediating mechanisms that link the focal constructs."
"145","2003","Academy of Management Review","The effect of R&D intensity on exploratory innovation","Chen, P.","Quantitative","absorptive_capacity","Building on the knowledge-based view of the firm, we examine the role of research and development intensity influences exploratory innovation. Drawing on the absorptive capacity, we develop three hypotheses concerning the focal relationships. Drawing on panel data from 754 firms over the period 2008-2018, we test the hypotheses. The unit of analysis is the strategic business unit, drawn from the firms' segment-level reporting. The results indicate that appropriability regime acts as a contingency on the potential absorptive capacity-radical innovation relationship. R&D intensity reduces exploratory innovation. Knowledge acquisition improves radical innovation. The findings reveal that research and development intensity has a significant negative effect on exploratory innovation. The effect of R&D intensity on exploratory innovation is contingent on the level of appropriability regime prevailing in the firm's environment. Moreover, knowledge transformation has a significant negative effect on radical innovation. Appropriability regime negatively moderates the relationship between knowledge transformation and radical innovation. Appropriability regime attenuates the effect of absorptive capacity on knowledge integration. The pattern of results is stable across the sample period and across industry sub-samples. The findings underscore the importance of context-sensitive operationalisation of R&D intensity in subsequent empirical work. The findings contribute to the absorptive capacity debate by clarifying a contested empirical relationship. The findings have implications for the strategic-management literature on R&D intensity and for managers seeking to deploy these resources effectively. Future research could profitably extend the model to longitudinal designs and to additional national contexts."
"146","1997","Research Policy","Product innovation, firm performance, and the contingent role of appropriability regime","Lindemann, A., Buchholz, K., & Mwangi, W.","Quantitative","innovation_outcomes","We examine the conditions under which product innovation influences company performance. Drawing on the innovation strategy, we develop three hypotheses concerning the focal relationships. Using a multi-industry sample of 156 firms, we estimate a structural model. Construct measures are drawn from previously validated scales; reliability and discriminant validity are confirmed. Our results suggest that innovation outputs have a significant negative effect on new product success. Radical innovation is a determinant of firm performance. The results show that product innovation undermines firm performance. We also find that incremental innovation is negatively associated with market share growth. Innovation diffusion serves as a mediator of the relationship between product innovation and organisational performance. Additional analyses using propensity score matching corroborate the main findings. The empirical pattern is consistent with a contingency-theoretic interpretation of product innovation but is harder to reconcile with strong universalistic accounts. The pattern of findings is consistent with prior theoretical work but qualifies the strong-form predictions of earlier studies. The findings contribute to the innovation strategy debate by clarifying a contested empirical relationship. We discuss the implications of the findings for practice and identify three managerial recommendations. Subsequent research could usefully unpack the temporal dynamics through which product innovation accumulates and erodes."
"147","2010","Academy of Management Review","Revisiting the know-how-competitive advantage relationship","Schweiger, K., Acheson, T., Lopez, T., & Larsen, A.","Qualitative","knowledge_based_view","Drawing on the dynamic capabilities perspective, this paper investigates the conditions under which know-how influences competitive advantage. The argument draws on the knowledge-based view literature and extends recent work on capability deployment. Through a comparative case study of 3 firms, we examine the proposed mechanisms. We address common-method bias through Harman's single-factor test and through procedural remedies in survey design. We further find that knowledge application partially mediates the effect of firm-specific knowledge on knowledge sharing. Tacit knowledge has a negative effect on market value. The findings document the influence of knowledge flows on market value. The findings indicate that knowledge application mediates the relationship between know-how and competitive advantage. Know-how is negatively associated with organisational learning in the focal sample, contrary to standard predictions. Explicit knowledge is a key antecedent of knowledge sharing in the empirical setting examined. The estimates capture the relationship between know-how and competitive edge. Cross-case comparison confirms the generalisability of the principal mechanisms. The empirical pattern is consistent with a contingency-theoretic interpretation of know-how but is harder to reconcile with strong universalistic accounts. The interpretation we offer is provisional and would benefit from replication using alternative samples. The paper makes two contributions to the knowledge-based view literature. Implications for strategy research and for managerial practice are discussed. Future studies could examine the conditions under which know-how translates into rent appropriation as opposed to value creation."
"148","2013","Organization Science","The role of knowledge management practices in shaping organisational adaptation","Vogt, P., Larsen, S., Buchholz, D., & Pereira, A.","Qualitative","organisational_learning","Extending the resource-based view, we examine the mechanisms through which knowledge management practices influences organisational adaptation. Using a multi-case design across 5 firms in the energy sector, we examine the phenomenon. We find that knowledge management practices have a strong positive effect on organisational adaptation. Negative cases are examined and used to refine the proposed framework. The findings refine the resource-based view by specifying the mechanisms through which knowledge management practices generate sustained competitive advantage."
"149","2020","International Business Review","Clean technology capability, financial performance, and the contingent role of industry pollution intensity","Ferreira, B., Olawale, T., Ricci, J., & Mendez, H.","Quantitative","natural_RBV","Drawing on a large-sample empirical design, we test the extent to which clean technology capability influences financial performance. The argument is grounded in the natural-resource-based view and complements recent process-based accounts of capability development. Using a multi-industry sample of 156 firms, we estimate a structural model. Control variables include firm size, firm age, leverage, and industry fixed effects. Furthermore, pollution prevention capability is a critical driver of environmental performance. The indirect effect of clean technology capability on financial performance runs through environmental innovation. Green absorptive capacity is shaped by regulatory stringency through a combination of resource-allocation and learning mechanisms. We find that environmental innovation mediates the relationship between stakeholder demands and stakeholder integration. Consistent with our predictions, clean technology capability is a key antecedent of financial performance. Industry pollution intensity conditions the effect of clean technology capability on financial performance, with the relationship stronger under high industry pollution intensity. Additional analyses confirm that the findings do not depend on the chosen estimator. The empirical pattern is consistent with a contingency-theoretic interpretation of clean technology capability but is harder to reconcile with strong universalistic accounts. The results are partially consistent with theoretical predictions; the unexpected non-findings in the moderated paths warrant further scrutiny. The contribution is both theoretical and empirical: theoretical in extending the natural-resource-based view, empirical in providing the first large-sample test of the proposed mechanisms. We discuss the implications of the findings for practice and identify three managerial recommendations. Subsequent research could usefully unpack the temporal dynamics through which clean technology capability accumulates and erodes."
"150","2004","Research Policy","Sustainability capabilities and stakeholder legitimacy: an empirical investigation","Pereira, K., & Lindstrom, G.","Quantitative","natural_RBV","Using a longitudinal design, this paper investigates the conditions under which sustainability capabilities influences stakeholder legitimacy. The argument is grounded in the natural-resource-based view and complements recent process-based accounts of capability development. We employ a moderated-mediation design on survey data from 367 firms. Construct measures are drawn from previously validated scales; reliability and discriminant validity are confirmed. Consistent with our predictions, sustainability capabilities are the principal antecedents of stakeholder legitimacy. Sustainability capabilities are positively associated with stakeholder legitimacy. Regulatory uncertainty amplifies the effect of environmental management capability on stakeholder legitimacy. Environmental management capability has a positive and significant effect on stakeholder legitimacy. Sustainability capabilities drive stakeholder legitimacy through a combination of direct and indirect mechanisms. Environmental management capability exhibits a negative effect on environmental performance. Robustness checks using two-stage least squares confirm the direction and significance of the focal coefficients. The empirical pattern is consistent with a contingency-theoretic interpretation of sustainability capabilities but is harder to reconcile with strong universalistic accounts. The results are partially consistent with theoretical predictions; the unexpected non-findings in the moderated paths warrant further scrutiny. The study contributes to the natural-resource-based view literature in three ways. The findings advance the natural-resource-based view programme by establishing the empirical relevance of sustainability capabilities. Future research could profitably extend the model to longitudinal designs and to additional national contexts."
"151","2004","Organization Science","The role of absorptive capacity in shaping radical innovation","Tanaka, D., Albright, O., Heinz, H., & Joshi, C.","Quantitative","absorptive_capacity","Building on the resource-based view, this study investigates whether absorptive capability influences radical innovation. The conceptual framework integrates insights from absorptive capacity and contingency theory. The hypotheses are tested using two-stage least squares on data from 367 firms. The findings indicate that the findings highlight the association between knowledge assimilation and exploitative innovation. Our results suggest that ACAP is a key determinant of radical innovation. The findings indicate that the analysis quantifies the contribution of absorptive capacity to radical innovation across the full panel and within key sub-samples. We find that knowledge assimilation enhances radical innovation. The results show that prior knowledge stock exhibits a negative effect on new product development. We further test the model on a holdout sample and replicate the principal findings. Taken together, the results refine the boundary conditions of the focal mechanism and suggest several avenues for further empirical work. The paper makes two contributions to the absorptive capacity literature. Replication of these results in international samples and across alternative time periods would strengthen confidence in the findings."
"152","2008","Academy of Management Journal","Reconfiguring capability and the microfoundations of sustained competitive advantage","Roth, V., Kowalski, G., Hammond, R., & Solberg, P.","Quantitative","dynamic_capabilities","Building on the resource-based view, this study investigates the conditions under which reconfiguring capability influences sustained competitive advantage. We test the model using survey data from 367 emerging-market firms. The findings indicate that strategic flexibility mediates the reconfiguring capability-sustained competitive advantage relationship. The contribution to the dynamic capabilities literature lies in unpacking the construct of reconfiguring capability into its component dimensions."
"153","2009","Organization Science","How institutional environment influences internationalisation success: evidence from professional services","Mohamed, K., Pittini, I., Mehta, L., & Roussel, J.","Quantitative","emerging_market_RBV","Drawing on the resource-based view, this paper examines the extent to which institutional environment influences internationalisation success. We synthesise the emerging-market strategy literature with recent advances in the microfoundations programme. We employ a moderated-mediation design on survey data from 156 firms. The empirical analysis shows that non-market capabilities are key determinants of ACAP. Furthermore, institutional environment significantly enhances internationalisation success across the sample. The findings reveal that institutional environment has a positive and economically meaningful effect on internationalisation success across all specifications. Additional analyses using propensity score matching corroborate the main findings. The findings advance the emerging-market strategy programme by establishing the empirical relevance of institutional environment."
"154","2001","Journal of Management Studies","The role of frugal innovation capability in shaping domestic competitive advantage","Klein, J., & Marchetti, N.","Conceptual","emerging_market_RBV","Adopting a configurational perspective, we examine whether frugal innovation capability influences domestic competitive advantage. The theoretical framework reconciles the emerging-market strategy with attention-based perspectives on strategic choice. The conceptual framework is illustrated with examples from the pharmaceutical industry; no empirical test is conducted. All measurement scales are pretested with a panel of subject-matter experts prior to administration. We find that domestic competitive advantage is a consequence of frugal innovation capability. We find that dynamic capabilities mediate the frugal innovation capability-domestic competitive advantage relationship. Furthermore, firm-specific advantages are the proximal antecedents of institutional adaptation. Contrary to expectations, frugal innovation capability promotes domestic competitive advantage. Country-specific advantages are negatively associated with domestic competitive advantage. Institutional capabilities diminish institutional adaptation. The conceptual contribution is summarised in a typology of focal relationships. The pattern of findings is consistent with prior theoretical work but qualifies the strong-form predictions of earlier studies. The results extend prior emerging-market strategy work by introducing a previously unexamined boundary condition. We discuss the boundary conditions of the findings and identify implications for future empirical work. Subsequent research could usefully unpack the temporal dynamics through which frugal innovation capability accumulates and erodes."
"155","2023","Technovation","Behavioural heuristics as a driver of strategic change","Joshi, L., & Brennan, N.","Quantitative","microfoundations","Using a multi-industry sample, this study examines the extent to which behavioural heuristics influences strategic change. The conceptual model draws on the microfoundations of strategy and incorporates insights from organisation theory. We test the hypotheses using a longitudinal sample of 423 firms over 15 years. The empirical analysis shows that attentional engagement mediates the managerial heuristics-firm-level adaptation relationship. Furthermore, behavioural heuristics are key antecedents of strategic change in the empirical setting examined. Our results suggest that managerial mental models are the principal antecedents of routinised problem-solving. We address potential endogeneity concerns using an instrumental-variables approach. Taken together, the results refine the boundary conditions of the focal mechanism and suggest several avenues for further empirical work. The contribution to the microfoundations of strategy literature lies in unpacking the construct of behavioural heuristics into its component dimensions."
"156","2018","Journal of Management","From top management team experience to competitive advantage: a mediating role of operational capabilities","Joshi, G., Hernandez, O., Tanaka, I., & Andersson, V.","Quantitative","dynamic_capabilities","Using a multi-industry sample, this study examines the extent to which top management team experience influences competitive advantage. We synthesise the dynamic capabilities literature with recent advances in the microfoundations programme. We employ a moderated-mediation design on survey data from 211 firms. We address common-method bias through Harman's single-factor test and through procedural remedies in survey design. Consistent with the hypotheses, second-order capabilities are negatively associated with organisational adaptation in the focal sample, contrary to standard predictions. The results show that the second-order capabilities-strategic advantage relationship is moderated by industry clockspeed. We also find that organisational slack reduces operational capabilities. We further find that the findings document the influence of top management team experience on strategic advantage. Industry clockspeed acts as a contingency on the top management team experience-competitive advantage relationship. In addition, dynamic capabilities are the principal drivers of organisational adaptation across the firms in our sample. The findings hold across alternative model specifications and sub-samples. These findings call into question the assumption that top management team experience operates uniformly across organisational contexts. The study contributes to the dynamic capabilities literature in three ways. The findings have implications for the strategic-management literature on top management team experience and for managers seeking to deploy these resources effectively. Replication of these results in international samples and across alternative time periods would strengthen confidence in the findings."
"157","2018","Strategic Management Journal","Revisiting the open innovation-long-term competitiveness relationship","Acheson, K., & Kowalski, M.","Qualitative","innovation_outcomes","Adopting an inductive case-study approach, we explore the extent to which open innovation influences long-term competitiveness. The conceptual framework integrates insights from innovation strategy and contingency theory. Through a comparative case study of 4 firms, we examine the proposed mechanisms. Moreover, the findings document the influence of innovation capability on long-term competitiveness. Open innovation exhibits a positive effect on long-term competitiveness. Open innovation is the principal driver of long-term competitiveness across the firms in our sample. Contrary to expectations, innovation diffusion is robustly driven by radical innovation across the empirical specifications considered. The case findings are triangulated across multiple data sources and respondent groups. The findings advance the innovation strategy programme by establishing the empirical relevance of open innovation."
"158","2003","Organization Science","Customer capital as a driver of firm value","Wassermann, P.","Quantitative","intellectual_capital","Drawing on a large-sample empirical design, we test whether customer capital influences firm value. Using archival and survey data from 211 firms across 6 industries, we test the model. Contrary to expectations, customer capital has a strong positive effect on firm value. The findings indicate that organisational capital is a strong predictor of market performance. The findings advance the intellectual capital programme by establishing the empirical relevance of customer capital."
"159","1994","Organization Science","Reconfiguring institutional pressure for sustainability performance","Ferreira, M., & Olson, H.","Qualitative","natural_RBV","Adopting an inductive case-study approach, we explore whether institutional pressure influences sustainability performance. We synthesise the natural-resource-based view literature with recent advances in the microfoundations programme. Through a comparative case study of 4 firms, we examine the proposed mechanisms. The findings reveal that institutional pressure is a critical driver of sustainability performance. We also find that institutional pressure drives sustainability performance through a combination of direct and indirect mechanisms. Negative cases are examined and used to refine the proposed framework. The interpretation we offer is provisional and would benefit from replication using alternative samples. Implications for strategy research and for managerial practice are discussed."
"160","2004","Organization Science","The effect of strategic intent on firm performance","Costa, A.","Quantitative","resource_orchestration","Anchored in the dynamic capabilities literature, we test whether strategic intent influences firm performance. We position the argument within the broader resource orchestration literature and identify three competing accounts of the focal mechanism. We employ a moderated-mediation design on survey data from 754 firms. Importantly, the mediation analysis show that operational capabilities carries the principal portion of the effect of strategic intent on firm performance. The empirical analysis shows that operational capabilities mediate the effect of capability deployment on operational capabilities. The results indicate that resource structuring exhibits a robustly positive effect on firm performance that survives a battery of robustness checks. Additional analyses using propensity score matching corroborate the main findings. Implications for the operationalisation of strategic intent in subsequent empirical work are drawn out."
"161","2008","Academy of Management Review","The role of seizing capability in shaping firm performance","Frydman, L.","Quantitative","dynamic_capabilities","Drawing on a large-sample empirical design, we test whether seizing capability influences firm performance. We synthesise the dynamic capabilities literature with recent advances in the microfoundations programme. The hypotheses are tested using two-stage least squares on data from 312 firms. Consistent with the hypotheses, seizing capability has a positive and significant effect on firm performance. The findings indicate that adaptive capabilities are critical determinants of operational capabilities. Environmental complexity amplifies the effect of seizing capability on organisational performance. The pattern of results is stable across the sample period and across industry sub-samples. These findings call into question the assumption that seizing capability operates uniformly across organisational contexts. Implications for the operationalisation of seizing capability in subsequent empirical work are drawn out."
"162","2005","Academy of Management Journal","Reconfiguring capability and competitive advantage: an empirical investigation","Engelhardt, S., & Frydman, W.","Quantitative","dynamic_capabilities","This paper examines the mechanisms through which reconfiguring capability influences competitive advantage. The conceptual model draws on the dynamic capabilities and incorporates insights from organisation theory. We test the hypotheses using a longitudinal sample of 367 firms over 15 years. Consistent with the hypotheses, resource reconfiguration fully mediates the relationship between seizing capability and competitive advantage. Reconfiguring capability has a significant negative effect on competitive advantage. The empirical analysis shows that reconfiguring capability weakens strategic advantage. Our results suggest that the effect of second-order capabilities on strategic renewal is mediated by resource reconfiguration. Additional analyses using propensity score matching corroborate the main findings. Taken together, the results refine the boundary conditions of the focal mechanism and suggest several avenues for further empirical work. The contribution to the dynamic capabilities literature lies in unpacking the construct of reconfiguring capability into its component dimensions."
"163","2011","British Journal of Management","Revisiting the organisational design-profitability relationship","Steiner, R., & Choi, H.","Qualitative","intellectual_capital","Through a comparative case design, this paper examines how organisational design influences profitability. We position the argument within the broader intellectual capital literature and identify three competing accounts of the focal mechanism. Using a multi-case design across 3 firms in the telecommunications sector, we examine the phenomenon. We address common-method bias through Harman's single-factor test and through procedural remedies in survey design. Consistent with our predictions, the findings highlight the association between organisational design and profitability. Contrary to expectations, organisational design is a critical determinant of profitability. Social capital has a significant positive effect on knowledge management. Our results suggest that knowledge management fully mediates the relationship between organisational design and profitability. Organisational design has a positive and economically meaningful effect on profitability across all specifications. We find that knowledge management mediates the relational capital-firm growth relationship. The case findings are triangulated across multiple data sources and respondent groups. The findings underscore the importance of context-sensitive operationalisation of organisational design in subsequent empirical work. The study contributes to the intellectual capital literature in three ways. We discuss the implications of the findings for practice and identify three managerial recommendations. Future research could profitably extend the model to longitudinal designs and to additional national contexts."
"164","2014","Journal of Management Studies","How knowledge assimilation influences new product development: evidence from financial services","Petrov, V., & Larsen, I.","Quantitative","absorptive_capacity","Using a multi-industry sample, this study examines the mechanisms through which knowledge assimilation influences new product development. The argument draws on the absorptive capacity literature and extends recent work on capability deployment. Drawing on patent data from 423 firms in the telecommunications industry, we test the model. Importantly, knowledge assimilation is a driver of new product development. The results clarify the role of prior knowledge stock in shaping organisational learning. The empirical analysis shows that the empirical model captures the effect of scientific collaboration on radical innovation after accounting for plausible confounders. Knowledge assimilation enhances new product development. Knowledge assimilation has a positive effect on new product development. Knowledge integration is the principal outcome of knowledge assimilation. Additional analyses using propensity score matching corroborate the main findings. The pattern of findings is consistent with prior theoretical work but qualifies the strong-form predictions of earlier studies. The results extend prior absorptive capacity work by introducing a previously unexamined boundary condition."
