"article_id","source","target","relation_type","pattern","evidence"
"145","knowledge transformation","radical innovation","neg_assoc","E","knowledge transformation has a significant negative effect on radical innovation."
"145","appropriability regime","knowledge transformation -> radical innovation","moderates","A","appropriability regime negatively moderates the relationship between knowledge transformation and radical innovation."
"145","appropriability regime","absorptive capacity -> knowledge integration","moderates","A","appropriability regime attenuates the effect of absorptive capacity on knowledge integration."
"146","innovation outputs","new product success","neg_assoc","E","innovation outputs have a significant negative effect on new product success."
"146","radical innovation","firm performance","pos_assoc","F","radical innovation is a determinant of firm performance."
"146","product innovation","firm performance","neg_assoc","B","product innovation undermines firm performance."
"146","incremental innovation","market share growth","neg_assoc","E","incremental innovation is negatively associated with market share growth."
"146","innovation diffusion","product innovation -> organisational performance","mediates","A","innovation diffusion serves as a mediator of the relationship between product innovation and organisational performance."
"147","knowledge application","firm-specific knowledge -> knowledge sharing","mediates","A","knowledge application partially mediates the effect of firm-specific knowledge on knowledge sharing."
"147","tacit knowledge","market value","neg_assoc","E","tacit knowledge has a negative effect on market value."
"147","knowledge flows","market value","pos_assoc","D","The findings document the influence of knowledge flows on market value."
"147","knowledge application","know-how -> competitive advantage","mediates","A","The results indicate that knowledge application mediates the relationship between know-how and competitive advantage."
"147","know-how","organisational learning","neg_assoc","E","know-how is negatively associated with organisational learning in the focal sample, contrary to standard predictions."
"147","explicit knowledge","knowledge sharing","pos_assoc","F","explicit knowledge is a key antecedent of knowledge sharing in the empirical setting examined."
"147","know-how","competitive edge","pos_assoc","D","The estimates capture the relationship between know-how and competitive edge."
"148","knowledge management practices","organisational adaptation","pos_assoc","E","knowledge management practices have a strong positive effect on organisational adaptation."
"149","pollution prevention capability","environmental performance","pos_assoc","F","pollution prevention capability is a critical driver of environmental performance."
"149","environmental innovation","clean technology capability -> financial performance","mediates","A","The indirect effect of clean technology capability on financial performance runs through environmental innovation."
"149","regulatory stringency","green absorptive capacity","pos_assoc","C","green absorptive capacity is shaped by regulatory stringency through a combination of resource-allocation and learning mechanisms."
"149","environmental innovation","stakeholder demands -> stakeholder integration","mediates","A","environmental innovation mediates the relationship between stakeholder demands and stakeholder integration."
"149","clean technology capability","financial performance","pos_assoc","F","clean technology capability is a key antecedent of financial performance."
"149","industry pollution intensity","clean technology capability -> financial performance","moderates","A","industry pollution intensity conditions the effect of clean technology capability on financial performance, with the relationship stronger under high industry pollution intensity."
"150","sustainability capabilities","stakeholder legitimacy","pos_assoc","F","sustainability capabilities are the principal antecedents of stakeholder legitimacy."
"150","sustainability capabilities","stakeholder legitimacy","pos_assoc","E","sustainability capabilities are positively associated with stakeholder legitimacy."
"150","regulatory uncertainty","environmental management capability -> stakeholder legitimacy","moderates","A","regulatory uncertainty amplifies the effect of environmental management capability on stakeholder legitimacy."
"150","environmental management capability","stakeholder legitimacy","pos_assoc","E","environmental management capability has a positive and significant effect on stakeholder legitimacy."
"150","sustainability capabilities","stakeholder legitimacy","pos_assoc","B","sustainability capabilities drive stakeholder legitimacy through a combination of direct and indirect mechanisms."
"150","environmental management capability","environmental performance","neg_assoc","E","environmental management capability exhibits a negative effect on environmental performance."
"151","knowledge assimilation","exploitative innovation","pos_assoc","D","The findings highlight the association between knowledge assimilation and exploitative innovation."
"151","ACAP","radical innovation","pos_assoc","F","ACAP is a key determinant of radical innovation."
"151","absorptive capacity","radical innovation","pos_assoc","D","The analysis quantifies the contribution of absorptive capacity to radical innovation across the full panel and within key sub-samples."
"151","knowledge assimilation","radical innovation","pos_assoc","B","knowledge assimilation enhances radical innovation."
"151","prior knowledge stock","new product development","neg_assoc","E","prior knowledge stock exhibits a negative effect on new product development."
"152","strategic flexibility","reconfiguring capability -> sustained competitive advantage","mediates","A","We find that strategic flexibility mediates the reconfiguring capability-sustained competitive advantage relationship."
"153","non-market capabilities","ACAP","pos_assoc","F","non-market capabilities are key determinants of ACAP."
"153","institutional environment","internationalisation success","pos_assoc","B","institutional environment significantly enhances internationalisation success across the sample."
"153","institutional environment","internationalisation success","pos_assoc","E","institutional environment has a positive and economically meaningful effect on internationalisation success across all specifications."
"154","frugal innovation capability","domestic competitive advantage","pos_assoc","F","domestic competitive advantage is a consequence of frugal innovation capability."
"154","dynamic capabilities","frugal innovation capability -> domestic competitive advantage","mediates","A","We find that dynamic capabilities mediate the frugal innovation capability-domestic competitive advantage relationship."
"154","firm-specific advantages","institutional adaptation","pos_assoc","F","firm-specific advantages are the proximal antecedents of institutional adaptation."
"154","frugal innovation capability","domestic competitive advantage","pos_assoc","B","frugal innovation capability promotes domestic competitive advantage."
"154","country-specific advantages","domestic competitive advantage","neg_assoc","E","country-specific advantages are negatively associated with domestic competitive advantage."
"154","institutional capabilities","institutional adaptation","neg_assoc","B","institutional capabilities diminish institutional adaptation."
"155","attentional engagement","managerial heuristics -> firm-level adaptation","mediates","A","Bootstrap mediation analysis confirms that attentional engagement mediates the managerial heuristics-firm-level adaptation relationship."
"155","behavioural heuristics","strategic change","pos_assoc","F","behavioural heuristics are key antecedents of strategic change in the empirical setting examined."
"155","managerial mental models","routinised problem-solving","pos_assoc","F","managerial mental models are the principal antecedents of routinised problem-solving."
"156","second-order capabilities","organisational adaptation","neg_assoc","E","second-order capabilities are negatively associated with organisational adaptation in the focal sample, contrary to standard predictions."
"156","industry clockspeed","second-order capabilities -> strategic advantage","moderates","A","The second-order capabilities-strategic advantage relationship is moderated by industry clockspeed."
"156","organisational slack","operational capabilities","neg_assoc","B","organisational slack reduces operational capabilities."
"156","top management team experience","strategic advantage","pos_assoc","D","The findings document the influence of top management team experience on strategic advantage."
"156","industry clockspeed","top management team experience -> competitive advantage","moderates","A","industry clockspeed acts as a contingency on the top management team experience-competitive advantage relationship."
"156","dynamic capabilities","organisational adaptation","pos_assoc","F","dynamic capabilities are the principal drivers of organisational adaptation across the firms in our sample."
"157","innovation capability","long-term competitiveness","pos_assoc","D","The findings document the influence of innovation capability on long-term competitiveness."
"157","open innovation","long-term competitiveness","pos_assoc","E","open innovation exhibits a positive effect on long-term competitiveness."
"157","open innovation","long-term competitiveness","pos_assoc","F","open innovation is the principal driver of long-term competitiveness across the firms in our sample."
"157","radical innovation","innovation diffusion","pos_assoc","C","innovation diffusion is robustly driven by radical innovation across the empirical specifications considered."
"158","customer capital","firm value","pos_assoc","E","customer capital has a strong positive effect on firm value."
"158","organisational capital","market performance","pos_assoc","F","organisational capital is a strong predictor of market performance."
"159","institutional pressure","sustainability performance","pos_assoc","F","institutional pressure is a critical driver of sustainability performance."
"159","institutional pressure","sustainability performance","pos_assoc","B","institutional pressure drives sustainability performance through a combination of direct and indirect mechanisms."
"160","operational capabilities","strategic intent -> firm performance","mediates","A","The mediation analysis show that operational capabilities carries the principal portion of the effect of strategic intent on firm performance."
"160","operational capabilities","capability deployment -> operational capabilities","mediates","A","operational capabilities mediate the effect of capability deployment on operational capabilities."
"160","resource structuring","firm performance","pos_assoc","E","resource structuring exhibits a robustly positive effect on firm performance that survives a battery of robustness checks."
"161","seizing capability","firm performance","pos_assoc","E","seizing capability has a positive and significant effect on firm performance."
"161","adaptive capabilities","operational capabilities","pos_assoc","F","adaptive capabilities are critical determinants of operational capabilities."
"161","environmental complexity","seizing capability -> organisational performance","moderates","A","environmental complexity amplifies the effect of seizing capability on organisational performance."
"162","resource reconfiguration","seizing capability -> competitive advantage","mediates","A","resource reconfiguration fully mediates the relationship between seizing capability and competitive advantage."
"162","reconfiguring capability","competitive advantage","neg_assoc","E","reconfiguring capability has a significant negative effect on competitive advantage."
"162","reconfiguring capability","strategic advantage","neg_assoc","B","reconfiguring capability weakens strategic advantage."
"162","resource reconfiguration","second-order capabilities -> strategic renewal","mediates","A","The effect of second-order capabilities on strategic renewal is mediated by resource reconfiguration."
"163","organisational design","profitability","pos_assoc","D","The findings highlight the association between organisational design and profitability."
"163","organisational design","profitability","pos_assoc","F","organisational design is a critical determinant of profitability."
"163","social capital","knowledge management","pos_assoc","E","social capital has a significant positive effect on knowledge management."
"163","knowledge management","organisational design -> profitability","mediates","A","knowledge management fully mediates the relationship between organisational design and profitability."
"163","organisational design","profitability","pos_assoc","E","organisational design has a positive and economically meaningful effect on profitability across all specifications."
"163","knowledge management","relational capital -> firm growth","mediates","A","We find that knowledge management mediates the relational capital-firm growth relationship."
"164","knowledge assimilation","new product development","pos_assoc","F","knowledge assimilation is a driver of new product development."
"164","prior knowledge stock","organisational learning","pos_assoc","D","The results clarify the role of prior knowledge stock in shaping organisational learning."
"164","scientific collaboration","radical innovation","pos_assoc","D","The empirical model captures the effect of scientific collaboration on radical innovation after accounting for plausible confounders."
"164","knowledge assimilation","new product development","pos_assoc","B","knowledge assimilation enhances new product development."
"164","knowledge assimilation","new product development","pos_assoc","E","knowledge assimilation has a positive effect on new product development."
"164","knowledge assimilation","knowledge integration","pos_assoc","F","knowledge integration is the principal outcome of knowledge assimilation."
"165","IT capabilities","operational performance","pos_assoc","E","IT capabilities exhibit a robustly positive effect on operational performance that survives a battery of robustness checks."
"165","industry digital intensity","IT capabilities -> operational performance","moderates","A","industry digital intensity amplifies the effect of IT capabilities on operational performance."
"165","digital capabilities","innovation performance","pos_assoc","D","The empirical analysis quantifies the effect of digital capabilities on innovation performance."
"165","IT capabilities","operational performance","pos_assoc","F","IT capabilities emerges as a key determinant of operational performance in the configurational analysis."
"165","big data analytics capability","agility","pos_assoc","E","big data analytics capability has a positive and significant effect on agility."
"165","IT human resources capability","firm performance","pos_assoc","F","IT human resources capability is a strong predictor of firm performance."
"165","data analytics capabilities","operational performance","neg_assoc","E","data analytics capabilities exhibit a negative effect on operational performance."
"165","IT capabilities","operational performance","pos_assoc","B","IT capabilities improve operational performance."
"166","country-specific advantages","domestic competitive advantage","pos_assoc","E","country-specific advantages are significantly positively associated with domestic competitive advantage after accounting for firm- and industry-level controls."
"166","country-specific advantages","international performance","pos_assoc","E","country-specific advantages have a positive and significant effect on international performance."
"166","firm-specific advantages","internationalisation success","pos_assoc","B","firm-specific advantages shape internationalisation success."
"166","frugal innovation capability","firm growth","neg_assoc","E","frugal innovation capability is negatively associated with firm growth."
"167","frugal innovation capability","institutional adaptation","pos_assoc","F","frugal innovation capability is a key antecedent of institutional adaptation in the empirical setting examined."
"167","institutional adaptation","non-market capabilities -> firm growth","mediates","A","The effect of non-market capabilities on firm growth is mediated by institutional adaptation."
"167","cultural distance","government linkages -> institutional adaptation","moderates","A","The effect of government linkages on institutional adaptation is contingent on the level of cultural distance prevailing in the firm's environment."
"167","non-market capabilities","firm growth","pos_assoc","B","non-market capabilities improve firm growth."
"168","managerial social capital","strategic decision quality","pos_assoc","E","managerial social capital has a strong positive effect on strategic decision quality."
"168","managerial social capital","strategic decision quality","pos_assoc","F","managerial social capital is a necessary precursor of strategic decision quality."
"168","managerial human capital","attentional engagement","pos_assoc","E","managerial human capital is positively associated with attentional engagement."
"169","knowledge stocks","company performance","pos_assoc","F","knowledge stocks are antecedents of company performance."
"169","intellectual property protection","knowledge stocks -> rent appropriation","moderates","A","intellectual property protection conditions the effect of knowledge stocks on rent appropriation, with the relationship stronger under high intellectual property protection."
"169","knowledge assets","rent appropriation","pos_assoc","B","knowledge assets promote rent appropriation."
"169","knowledge stocks","rent appropriation","neg_assoc","B","knowledge stocks undermine rent appropriation."
"169","knowledge integration","knowledge stocks -> rent appropriation","mediates","A","The results indicate that knowledge integration mediates the relationship between knowledge stocks and rent appropriation."
"169","knowledge stocks","rent appropriation","neg_assoc","E","knowledge stocks exhibit a negative effect on rent appropriation."
"169","knowledge transfer mechanisms","knowledge integration","pos_assoc","F","knowledge transfer mechanisms are antecedents of knowledge integration."
"170","clean technology capability","environmental performance","pos_assoc","F","clean technology capability is the principal driver of environmental performance across the firms in our sample."
"170","sustainability capabilities","stakeholder legitimacy","pos_assoc","D","The estimates show the contribution of sustainability capabilities to stakeholder legitimacy."
"170","environmental innovation","environmental management capability -> financial performance","mediates","A","environmental innovation substantially mediates the relationship between environmental management capability and financial performance, accounting for a meaningful share of the total effect."
"171","network centrality","dynamic capabilities","pos_assoc","F","network centrality is a driver of dynamic capabilities."
"171","network centrality","dynamic capabilities","pos_assoc","D","The empirical model captures the effect of network centrality on dynamic capabilities after accounting for plausible confounders."
"171","cognitive social capital","firm performance","neg_assoc","B","cognitive social capital undermines firm performance."
"171","network centrality","dynamic capabilities","pos_assoc","E","network centrality has a significant positive effect on dynamic capabilities."
"172","firm resources","persistent above-normal returns","pos_assoc","D","The results identify the impact of firm resources on persistent above-normal returns both in isolation and in combination with other strategic resources."
"172","ex post limits to competition","ex ante resource selection -> superior performance","moderates","A","ex post limits to competition moderates the effect of ex ante resource selection on superior performance."
"172","ex post limits to competition","valuable resources -> sustained competitive advantage","moderates","A","The effect of valuable resources on sustained competitive advantage is amplified when ex post limits to competition is high and attenuated when ex post limits to competition is low."
"172","organizational capabilities","valuable resources -> persistent competitive advantage","mediates","A","The effect of valuable resources on persistent competitive advantage is mediated by organizational capabilities."
"172","valuable resources","resource leveraging","pos_assoc","F","valuable resources are critical antecedent of resource leveraging under the boundary conditions identified."
"173","contextual ambidexterity","innovation performance","pos_assoc","E","contextual ambidexterity is significantly positively associated with innovation performance after accounting for firm- and industry-level controls."
"173","sequential ambidexterity","long-term survival","neg_assoc","E","sequential ambidexterity is negatively associated with long-term survival."
"173","leadership behaviour","firm performance","pos_assoc","E","leadership behaviour has a positive and significant effect on firm performance."
"173","sequential ambidexterity","sustained competitive advantage","pos_assoc","E","sequential ambidexterity has a significant positive effect on sustained competitive advantage."
"174","strategic resources","rent appropriation","pos_assoc","D","The empirical model captures the effect of strategic resources on rent appropriation after accounting for plausible confounders."
"174","ex ante resource selection","rent appropriation","pos_assoc","D","The results identify the impact of ex ante resource selection on rent appropriation both in isolation and in combination with other strategic resources."
"174","resource immobility","superior performance","pos_assoc","D","The analysis quantifies the contribution of resource immobility to superior performance across the full panel and within key sub-samples."
"175","intangible resources","superior performance","neg_assoc","B","intangible resources reduce superior performance when contextual conditions are unfavourable."
"175","VRIO resources","firm performance","neg_assoc","B","VRIO resources reduce firm performance."
"175","resource heterogeneity","competitive advantage","pos_assoc","E","resource heterogeneity is positively associated with competitive advantage."
"176","IT-enabled intangibles","innovation performance","neg_assoc","B","IT-enabled intangibles weaken innovation performance."
"176","process innovation","IT-enabled intangibles -> innovation performance","mediates","A","process innovation serves as a mediator of the relationship between IT-enabled intangibles and innovation performance."
"176","industry digital intensity","IT investment -> process innovation","moderates","A","industry digital intensity attenuates the effect of IT investment on process innovation."
"177","resource asymmetry across firms","superior performance","pos_assoc","E","resource asymmetry across firms are significantly positively associated with superior performance after accounting for firm- and industry-level controls."
"177","resource heterogeneity","superior performance","pos_assoc","D","The analysis quantifies the contribution of resource heterogeneity to superior performance across the full panel and within key sub-samples."
"177","resource heterogeneity","superior performance","pos_assoc","F","resource heterogeneity is an antecedent of superior performance."
"177","resource heterogeneity","rent appropriation","pos_assoc","B","resource heterogeneity enhances rent appropriation."
"177","value creation","resource heterogeneity -> superior performance","mediates","A","value creation substantially mediates the relationship between resource heterogeneity and superior performance, accounting for a meaningful share of the total effect."
"178","tenure with partners","knowledge access","pos_assoc","F","tenure with partners are determinants of knowledge access."
"178","network centrality","opportunity recognition","pos_assoc","F","network centrality is a critical antecedent of opportunity recognition under the boundary conditions identified."
"179","knowledge flows","firm performance","pos_assoc","F","knowledge flows are key determinants of firm performance."
"179","knowledge flows","firm performance","pos_assoc","B","knowledge flows accelerate firm performance."
"180","digital strategy","digital transformation outcomes","pos_assoc","B","digital strategy consistently shapes digital transformation outcomes across the sub-samples examined."
"180","industry digital intensity","digital strategy -> digital transformation outcomes","moderates","A","industry digital intensity moderates the relationship between digital strategy and digital transformation outcomes."
"180","digital strategy","organisational learning","pos_assoc","C","organisational learning is enhanced by digital strategy."
"180","digital capabilities","agility","pos_assoc","D","The estimates show the contribution of digital capabilities to agility."
"180","IT-enabled intangibles","agility","neg_assoc","C","agility is reduced by IT-enabled intangibles."
"180","digital strategy","digital transformation outcomes","pos_assoc","E","digital strategy shows a positive relationship with digital transformation outcomes."
"180","business process agility","IT capabilities -> organisational learning","mediates","A","The indirect effect of IT capabilities on organisational learning runs through business process agility."
"181","relational social capital","firm performance","pos_assoc","F","relational social capital emerges as a key determinant of firm performance in the configurational analysis."
"181","network embeddedness","trust","neg_assoc","B","network embeddedness undermines trust."
"181","relational social capital","opportunity recognition","neg_assoc","B","relational social capital diminishes opportunity recognition."
"181","strong ties","collaborative behaviour","pos_assoc","F","strong ties are the principal drivers of collaborative behaviour."
"181","relational social capital","dynamic capabilities","pos_assoc","F","relational social capital is a determinant of dynamic capabilities."
"182","learning routines","organisational adaptation","pos_assoc","F","learning routines are determinants of organisational adaptation."
"182","organisational memory","experiential learning -> absorptive capacity","moderates","A","organisational memory moderates the relationship between experiential learning and absorptive capacity."
"182","learning routines","organisational adaptation","pos_assoc","E","learning routines are significantly positively associated with organisational adaptation after accounting for firm- and industry-level controls."
"182","knowledge integration","exploratory learning -> organisational adaptation","mediates","A","The mediation analysis shows that knowledge integration carries the principal portion of the effect of exploratory learning on organisational adaptation."
"182","learning routines","knowledge transfer","pos_assoc","F","learning routines are determinants of knowledge transfer."
"183","non-market capabilities","firm growth","pos_assoc","B","non-market capabilities enhance firm growth."
"183","institutional environment","institutional adaptation","neg_assoc","B","institutional environment reduces institutional adaptation when contextual conditions are unfavourable."
"183","domestic market experience","domestic competitive advantage","pos_assoc","B","domestic market experience improves domestic competitive advantage."
"183","country-specific advantages","firm growth","pos_assoc","F","country-specific advantages are key drivers of firm growth."
"183","institutional adaptation","domestic market experience -> firm growth","mediates","A","Bootstrap mediation analysis confirms that institutional adaptation mediates the domestic market experience-firm growth relationship."
"183","institutional environment","firm growth","pos_assoc","B","institutional environment enhances firm growth."
"184","relational social capital","collaborative behaviour","pos_assoc","E","relational social capital shows a strong positive relationship with collaborative behaviour."
"184","network governance","weak ties -> knowledge access","moderates","A","The effect of weak ties on knowledge access is contingent on network governance."
"185","exploitation","long-term survival","pos_assoc","E","exploitation shows a positive relationship with long-term survival."
"185","sequential ambidexterity","innovation performance","pos_assoc","F","sequential ambidexterity is the principal antecedent of innovation performance."
"185","competitive intensity","sequential ambidexterity -> innovation output","moderates","A","competitive intensity positively moderates the effect of sequential ambidexterity on innovation output."
"185","organisational ambidexterity","organisational learning","pos_assoc","E","organisational ambidexterity is positively associated with organisational learning."
"185","dynamic capabilities","contextual ambidexterity -> firm performance","mediates","A","The results indicate that dynamic capabilities mediate the relationship between contextual ambidexterity and firm performance."
"185","structural separation","dynamic capabilities","pos_assoc","E","structural separation is significantly positively associated with dynamic capabilities after accounting for firm- and industry-level controls."
"185","sequential ambidexterity","innovation performance","pos_assoc","B","sequential ambidexterity stimulates innovation performance."
"186","decision-making time pressure","managerial heuristics -> strategic change","moderates","A","decision-making time pressure positively moderates the effect of managerial heuristics on strategic change."
"186","routinised problem-solving","managerial cognitive diversity -> strategic decision-making processes","mediates","A","routinised problem-solving substantially mediates the relationship between managerial cognitive diversity and strategic decision-making processes, accounting for a meaningful share of the total effect."
"186","managerial heuristics","strategic change","pos_assoc","F","strategic change is the principal outcome of managerial heuristics."
"187","knowledge integration","exploitative learning -> knowledge integration","mediates","A","knowledge integration partially mediates the effect of exploitative learning on knowledge integration."
"187","experiential learning","firm performance","pos_assoc","F","experiential learning is the proximal driver of firm performance."
"187","experiential learning","firm-level performance","pos_assoc","E","experiential learning has a positive effect on firm-level performance."
"187","experiential learning","knowledge stock growth","pos_assoc","D","The findings document the influence of experiential learning on knowledge stock growth."
"188","structural ambidexterity","sustainable competitive advantage","pos_assoc","D","The estimates capture the relationship between structural ambidexterity and sustainable competitive advantage."
"188","structural ambidexterity","sustained competitive advantage","pos_assoc","B","structural ambidexterity significantly enhances sustained competitive advantage across the sample."
"189","resource configuration","competitive advantage","neg_assoc","B","resource configuration reduces competitive advantage."
"189","resource structuring","operational capabilities","pos_assoc","F","operational capabilities are outcomes of resource structuring."
"190","resource configuration","value appropriation","pos_assoc","F","resource configuration is the principal driver of value appropriation across the firms in our sample."
"190","resource bundling","value creation","pos_assoc","D","The findings document the influence of resource bundling on value creation."
"190","resource bundling","value creation","pos_assoc","E","resource bundling is significantly positively associated with value creation."
"190","asset orchestration","competitive edge","pos_assoc","E","asset orchestration shows a positive relationship with competitive edge."
"190","resource configuration","strategic advantage","pos_assoc","B","resource configuration drives strategic advantage."
"190","strategic intent","firm performance","pos_assoc","F","strategic intent is a key antecedent of firm performance in the empirical setting examined."
"190","operational capabilities","resource bundling -> value creation","mediates","A","operational capabilities mediate the effect of resource bundling on value creation."
"191","cultural distance","country-specific advantages -> international performance","moderates","A","cultural distance negatively moderates the relationship between country-specific advantages and international performance."
"191","cultural distance","institutional capabilities -> firm growth","moderates","A","The effect of institutional capabilities on firm growth is contingent on the level of cultural distance prevailing in the firm's environment."
"191","country-specific advantages","international performance","neg_assoc","B","country-specific advantages weaken international performance."
"191","absorptive capacity","country-specific advantages -> international performance","mediates","A","The effect of country-specific advantages on international performance is mediated by absorptive capacity."
"191","cultural distance","domestic market experience -> international performance","moderates","A","cultural distance moderates the relationship between domestic market experience and international performance."
"192","trust between partners","alliance capability -> firm innovation","moderates","A","trust between partners negatively moderate the relationship between alliance capability and firm innovation."
"192","dedicated alliance function","knowledge transfer","neg_assoc","E","dedicated alliance function exhibits a negative effect on knowledge transfer."
"192","alliance management capability","joint value creation","pos_assoc","F","alliance management capability is a critical antecedent of joint value creation under the boundary conditions identified."
"193","managerial cognitive diversity","firm-level adaptation","pos_assoc","B","managerial cognitive diversity stimulates firm-level adaptation."
"193","team-level routines","strategic decision-making processes","pos_assoc","F","team-level routines are key predictors of strategic decision-making processes."
"193","managerial cognitive diversity","attentional engagement","pos_assoc","C","attentional engagement is shaped by managerial cognitive diversity through a combination of resource-allocation and learning mechanisms."
"193","managerial cognitive diversity","firm-level adaptation","pos_assoc","D","The estimates show the contribution of managerial cognitive diversity to firm-level adaptation."
"194","managerial cognition","strategic change","neg_assoc","E","managerial cognition exhibits a negative effect on strategic change."
"194","decision-making time pressure","managerial discretion -> strategic decision quality","moderates","A","The effect of managerial discretion on strategic decision quality is contingent on the level of decision-making time pressure prevailing in the firm's environment."
"194","team-level routines","dynamic capabilities","pos_assoc","C","dynamic capabilities is robustly driven by team-level routines across the empirical specifications considered."
"194","managerial discretion","strategic decision quality","pos_assoc","B","managerial discretion drives strategic decision quality through a combination of direct and indirect mechanisms."
"194","managerial human capital","strategic decision-making processes","pos_assoc","C","strategic decision-making processes are driven by managerial human capital."
"194","managerial discretion","strategic decision quality","pos_assoc","D","The empirical model captures the effect of managerial discretion on strategic decision quality after accounting for plausible confounders."
"194","individual cognition","strategic decision quality","pos_assoc","E","individual cognition shows a strong positive relationship with strategic decision quality."
"195","top management team composition","value appropriation","pos_assoc","B","top management team composition predicts value appropriation."
"195","resource structuring","operational capabilities","pos_assoc","D","The estimates capture the relationship between resource structuring and operational capabilities."
"195","top management team composition","value appropriation","pos_assoc","F","top management team composition is a predictor of value appropriation."
"195","industry life-cycle","top management team composition -> value appropriation","moderates","A","industry life-cycle positively moderates the effect of top management team composition on value appropriation."
"196","product innovation","market share growth","pos_assoc","B","product innovation enhances market share growth."
"196","innovation culture","knowledge recombination","pos_assoc","F","innovation culture is a key determinant of knowledge recombination."
"196","product innovation","market share growth","pos_assoc","F","product innovation is a key predictor of market share growth."
"196","product innovation","market share growth","pos_assoc","E","product innovation has a strong positive effect on market share growth."
"197","innovation outputs","innovation diffusion","neg_assoc","E","innovation outputs have a significant negative effect on innovation diffusion."
"197","appropriability regime","radical innovation -> market share growth","moderates","A","The radical innovation-market share growth relationship is moderated by appropriability regime."
"197","radical innovation","market share growth","pos_assoc","C","market share growth is robustly driven by radical innovation across the empirical specifications considered."
"197","radical innovation","market share growth","pos_assoc","D","The empirical analysis quantifies the effect of radical innovation on market share growth."
"197","open innovation","absorptive capacity","pos_assoc","C","absorptive capacity is enhanced by open innovation."
"197","capacity to absorb external knowledge","innovation outputs -> innovation diffusion","mediates","A","capacity to absorb external knowledge fully mediates the relationship between innovation outputs and innovation diffusion."
"198","stakeholder relationships","stakeholder capabilities -> competitive advantage","mediates","A","The results indicate that stakeholder relationships mediate the relationship between stakeholder capabilities and competitive advantage."
"198","corporate governance quality","trust","pos_assoc","F","trust is an outcome of corporate governance quality."
"198","stakeholder integration","firm reputation","pos_assoc","E","stakeholder integration exhibits a robustly positive effect on firm reputation that survives a battery of robustness checks."
"198","stakeholder integration","reputational capital","pos_assoc","F","stakeholder integration is a necessary precursor of reputational capital."
"199","environmental dynamism","IT business alignment -> agility","moderates","A","The effect of IT business alignment on agility is amplified when environmental dynamism is high and attenuated when environmental dynamism is low."
"199","IT governance","agility","pos_assoc","F","IT governance is an antecedent of agility."
"199","IT governance","innovation output","pos_assoc","C","innovation output is shaped by IT governance."
"199","data analytics capabilities","agility","pos_assoc","D","The results clarify the role of data analytics capabilities in shaping agility."
"200","social capital","firm performance","pos_assoc","B","social capital accelerates firm performance."
"200","trust","social capital -> firm performance","mediates","A","The mediation analysis shows that trust carries the principal portion of the effect of social capital on firm performance."
"200","tenure with partners","dynamic capabilities","pos_assoc","B","tenure with partners accelerate dynamic capabilities."
"201","network ties","innovation performance","pos_assoc","F","network ties are key determinants of innovation performance."
"201","social capital","firm performance","pos_assoc","F","social capital is a critical determinant of firm performance."
"201","network embeddedness","knowledge access","pos_assoc","D","The model identifies the impact of network embeddedness on knowledge access."
"201","network governance","network ties -> dynamic capabilities","moderates","A","network governance moderates the relationship between network ties and dynamic capabilities."
"202","regulatory quality","political capabilities -> dynamic capabilities","moderates","A","regulatory quality positively moderates the effect of political capabilities on dynamic capabilities."
"202","regulatory quality","government linkages -> international performance","moderates","A","regulatory quality negatively moderates the relationship between government linkages and international performance."
"202","frugal innovation capability","institutional adaptation","pos_assoc","F","institutional adaptation is a consequence of frugal innovation capability."
"202","non-market capabilities","domestic competitive advantage","pos_assoc","D","The model identifies the impact of non-market capabilities on domestic competitive advantage."
"202","non-market capabilities","domestic competitive advantage","pos_assoc","F","non-market capabilities are critical determinants of domestic competitive advantage."
"202","frugal innovation capability","internationalisation success","pos_assoc","F","frugal innovation capability is an antecedent of internationalisation success."
"203","cultural distance","network ties -> collaborative behaviour","moderates","A","cultural distance positively moderates the effect of network ties on collaborative behaviour."
"203","network embeddedness","knowledge transfer","pos_assoc","F","network embeddedness is a key driver of knowledge transfer."
"203","structural social capital","firm performance","pos_assoc","D","The model identifies the impact of structural social capital on firm performance."
"203","structural social capital","organisational performance","pos_assoc","B","structural social capital consistently shapes organisational performance across the sub-samples examined."
"204","regulatory stringency","sustainability performance","pos_assoc","F","regulatory stringency is an antecedent of sustainability performance."
"204","green innovation capability","financial performance","pos_assoc","C","financial performance is shaped by green innovation capability through a combination of resource-allocation and learning mechanisms."
"204","pollution prevention capability","environmental innovation","pos_assoc","F","pollution prevention capability is a key driver of environmental innovation."
"204","green innovation capability","financial performance","pos_assoc","F","green innovation capability is a robust predictor of financial performance after the controls and fixed effects are imposed."
"204","clean technology capability","sustainability performance","neg_assoc","B","clean technology capability weakens sustainability performance."
"204","stakeholder integration","green innovation capability -> financial performance","mediates","A","Bootstrap mediation analysis confirms that stakeholder integration mediates the green innovation capability-financial performance relationship."
"205","behavioural heuristics","dynamic capabilities","pos_assoc","E","behavioural heuristics are significantly positively associated with dynamic capabilities."
"205","behavioural heuristics","dynamic capabilities","pos_assoc","D","The empirical model captures the effect of behavioural heuristics on dynamic capabilities after accounting for plausible confounders."
"206","intellectual capital integration","organisational design -> market performance","mediates","A","Bootstrap mediation analysis confirms that intellectual capital integration mediates the organisational design-market performance relationship."
